2.571022932926787075e+00 9.259798952673879313e+00
6.920330525988908299e+00 8.038616080901876515e+00
8.727145162014156909e+00 5.788311074870442496e+00
3.506430872244880703e+00 8.721484960857303292e+00
3.621504328417345597e+00 7.055674806094007323e+00
2.992440177739724483e+00 5.188576541277576837e+00
2.788477533213730375e+00 3.302280889153704990e+00
5.011380713183349656e+00 9.201662339031130955e+00
9.971393415410633176e-01 5.153610867659478068e+00
4.582549483059398021e+00 8.930465995491928766e+00
1.404439601799440718e+00 6.771610425621163110e+00
6.590562067459583284e-01 3.753567979496465590e+00
6.997294786779155729e+00 8.645323789152126182e+00
6.505462700861372127e+00 1.138943328841779623e+00
5.050225190318508695e+00 1.754323708915958679e+00
5.823425696252696682e+00 4.312136426999249039e-01
5.608263905620527012e+00 1.873983145071500989e+00
3.428467780623237093e+00 2.933667883132678345e+00
9.795194294848506900e+00 4.158117083204145636e+00
7.523915994736187329e+00 2.860678155581934057e+00
2.547594864608758947e+00 3.924681844166051370e+00
5.303529106777724600e-01 4.330997430493517264e+00
3.482293373356186716e+00 9.363356838664190107e+00
4.797249762958893271e+00 9.793103494916767460e+00
4.247161513715477454e+00 9.947656688167153760e+00
8.153332753419419987e+00 8.434050018389191550e+00
8.260479462701749043e+00 2.021462247581698346e+00
3.992835720187216886e+00 8.992798436933082229e+00
1.000000000000000000e+01 4.648490420190602102e+00
5.719926300544191378e+00 7.715027475519756095e+00
6.075399015053242202e-01 3.028168781885600680e+00
3.631781611466116111e+00 2.238227642098802317e+00
2.265290042953723049e+00 8.366276610908383038e-01
1.552154582091620938e+00 1.360062569066047722e+00
7.702916887351712205e+00 6.265678104900358036e+00
9.807789667520149024e+00 3.663562823079462127e+00
4.079199915894437645e+00 3.005295178351990337e+00
5.697480979749216523e+00 4.765495436287234376e+00
4.920426058433203131e+00 6.716304361114195487e+00
5.128142930644098207e+00 2.940062865120141922e+00
9.472041142741101538e+00 5.585227456619371367e+00
6.180755415842277500e+00 5.508494050689598243e-02
2.358172825688903185e+00 4.967968508540701933e+00
5.506069791132573776e+00 5.412895724251148843e-02
7.103375557138649654e+00 6.017944400890247181e+00
8.072005025203234041e+00 8.965413949082021716e+00
1.431637475796502523e-01 3.933777328212808122e+00
8.670367176279450305e+00 5.266307732355182125e+00
4.898054677704982041e+00 4.572096795306455519e+00
1.773673161427706590e+00 7.223957868267022242e+00
6.772143044098640985e+00 9.089492998070372920e+00
6.225418626810537148e+00 7.959454993739901951e+00
7.123435690915478347e+00 7.244237083912569375e+00
6.624617673413189856e+00 3.889171566284726822e+00
2.979187435509315307e+00 7.095956402084152792e+00
9.107470025226989563e+00 5.010358346039986976e+00
7.424037468942740858e+00 8.017720084188544760e+00
9.225047599585332492e+00 6.042005346143701772e+00
9.311501389737218304e+00 4.512325171196949647e+00
8.406381590748715382e+00 3.175749763793316749e+00
7.182500521137026084e+00 9.428498449125697789e+00
5.684658642196240841e+00 6.882786773143858561e+00
8.034428627261396727e+00 3.827159155756975295e+00
5.308393406681624960e+00 5.239235971212485410e+00
7.563430996064003153e+00 6.815038066198537692e+00
6.966955086814666132e+00 1.126514493427293262e+00
8.093670264707718331e+00 2.668517560092294794e+00
1.342737353753586493e+00 5.600113281756334160e+00
3.174582224408143638e+00 5.171084940164240029e-01
7.736340262556136160e-01 7.653428893322309357e+00
1.782388650996659774e+00 7.825039444664076527e+00
2.316753811003375407e+00 7.373537962698163639e+00
6.925606168764232073e+00 5.273636307449894645e+00
7.678798266307768294e+00 7.406383750409907485e+00
8.155675253042489192e-01 5.859641416638706524e+00
6.308989194012236901e+00 4.615873498334412517e+00
7.545128862237459266e+00 5.578066003397607275e+00
6.098528264677639754e+00 8.493792636638262117e-01
3.033320799776524357e+00 1.022681754142735988e+00
4.621512894846568353e-01 5.451169912003637208e+00
5.743412428468102959e+00 3.253955075019511867e+00
6.326650610807041275e+00 6.533942374148366206e+00
1.652233366980001561e+00 3.373556006441628341e+00
2.345348842021015567e+00 7.998565624930812135e+00
9.089100744792041553e+00 2.175569580768049072e+00
7.813962513869290305e+00 3.359270330003287341e+00
4.679283157252966063e+00 2.417072563536334151e+00
2.587266325280132007e-01 3.367507474513363075e+00
5.474464311966449337e+00 9.531589645716611159e+00
2.417720096456377643e+00 5.644767164015830119e+00
1.225718430228802003e+00 7.818627384012303949e+00
3.411501521205555942e+00 5.730543254139227827e+00
4.523962821848744653e+00 6.270954261241568073e-02
4.305252422117023414e+00 1.118627660516055666e+00
2.916656640712597337e+00 6.513599943157623251e+00
4.261214864300709948e+00 8.362126627277135071e+00
3.568542415860736394e+00 6.380399998803567563e+00
3.636227293369619140e+00 1.082966463606536367e+00
7.355057398333345375e+00 1.804290555510977834e+00
5.985840938927944777e+00 3.994702121724018173e+00
1.508835762985527400e-02 4.524717939182320237e+00
1.096859812629200404e+00 3.433464247248702250e+00
3.006796998715242086e+00 8.289061475111914490e+00
8.493353154490142387e+00 4.701758402291311256e+00
4.339961560440801058e+00 4.954945211865007693e+00
6.348520011686379583e+00 8.501787950402198035e+00
6.562974892911572766e+00 3.830591481723444880e-01
6.933803858734153280e+00 6.628440775085978842e+00
4.406552705875473208e+00 7.248765080122451465e+00
2.184001331260071233e+00 3.413320671006231599e+00
6.524185060175023310e+00 2.541476790616636894e+00
2.336218993216773843e+00 1.631294227434326505e+00
1.897012963074380609e+00 1.935727387978588565e+00
2.382884805801043004e+00 6.751912221017541960e+00
3.787368969727164192e+00 9.735304305506916833e+00
1.662910250755101238e+00 4.707152214717089223e+00
8.158401958081887173e+00 5.934132414652065535e+00
2.601719344504537790e-01 6.670046218562347917e+00
5.571780244851007424e+00 9.079571339583331735e+00
4.065694562762130815e+00 1.321304686903413961e-01
1.930176328725256019e+00 1.161352172038514929e+00
4.367023410331317024e+00 3.800457904331591141e+00
1.305052733795092346e+00 6.219799332541816383e+00
3.102479122277887580e+00 2.240308063821340401e+00
4.870225719454537305e+00 8.456626424396892716e+00
8.486676390478592680e+00 7.810914538604385449e+00
8.437600092453662270e+00 1.346485604536593605e+00
5.253349697083448788e+00 9.970140212560895776e+00
5.902557841596740573e-01 2.508682192524505972e+00
2.897530693023848691e+00 4.538697560876986614e+00
0.000000000000000000e+00 5.144184250063998931e+00
7.332630629367265840e+00 4.101933042642203375e+00
1.814520945317713796e+00 5.282708634230422362e+00
1.543082066317184253e+00 2.272479467592500413e+00
4.133066993006623058e+00 2.365131763111927743e+00
5.381249059468041551e+00 2.409954594238537862e+00
9.032185831415377564e+00 4.111488602147420401e+00
9.543204092479268041e+00 6.424142027170259617e+00
5.652706576646526315e+00 8.542741280819212690e+00
1.659081948457950872e+00 2.747155468578095672e+00
