Time	Color	Edge	Label	
12	Blue	62;70	(62,70)
12	Blue	153;174	(153,174)
12	Blue	150;171	(150,171)
12	Blue	160;168	(160,168)
12	Blue	11;45	(11,45)
13	Blue	30;33	(30,33)
13	Blue	152;168	(152,168)
13	Blue	8;45	(8,45)
13	Blue	166;168	(166,168)
13	Blue	163;173	(163,173)
13	Blue	42;71	(42,71)
13	Blue	41;47	(41,47)
13	Blue	149;157	(149,157)
13	Blue	7;68	(7,68)
13	Blue	158;163	(158,163)
13	Blue	153;174	(153,174)
13	Blue	40;71	(40,71)
13	Blue	150;171	(150,171)
13	Blue	111;115	(111,115)
13	Blue	160;168	(160,168)
13	Blue	11;45	(11,45)
14	Blue	105;109	(105,109)
14	Blue	152;168	(152,168)
14	Blue	8;45	(8,45)
14	Blue	163;173	(163,173)
14	Blue	42;71	(42,71)
14	Blue	158;174	(158,174)
14	Blue	149;157	(149,157)
14	Blue	0;7	(0,7)
14	Blue	7;68	(7,68)
14	Blue	111;116	(111,116)
14	Blue	125;126	(125,126)
14	Blue	111;115	(111,115)
14	Blue	160;168	(160,168)
14	Blue	11;45	(11,45)
14	Blue	62;70	(62,70)
15	Blue	149;158	(149,158)
15	Blue	152;168	(152,168)
15	Blue	163;173	(163,173)
15	Blue	125;126	(125,126)
15	Blue	149;157	(149,157)
15	Blue	0;7	(0,7)
15	Blue	7;68	(7,68)
15	Blue	42;71	(42,71)
15	Blue	0;11	(0,11)
15	Blue	111;115	(111,115)
15	Blue	160;168	(160,168)
15	Blue	155;169	(155,169)
15	Blue	11;45	(11,45)
15	Blue	62;70	(62,70)
16	Blue	152;168	(152,168)
16	Blue	23;74	(23,74)
16	Blue	163;173	(163,173)
16	Blue	125;126	(125,126)
16	Blue	158;174	(158,174)
16	Blue	0;7	(0,7)
16	Blue	7;68	(7,68)
16	Blue	42;71	(42,71)
16	Blue	0;11	(0,11)
16	Blue	111;115	(111,115)
16	Blue	160;168	(160,168)
16	Blue	11;45	(11,45)
17	Blue	152;168	(152,168)
17	Blue	166;168	(166,168)
17	Blue	158;174	(158,174)
17	Blue	125;126	(125,126)
17	Blue	173;174	(173,174)
17	Blue	163;173	(163,173)
17	Blue	0;7	(0,7)
17	Blue	153;174	(153,174)
17	Blue	149;158	(149,158)
17	Blue	42;71	(42,71)
17	Blue	0;11	(0,11)
17	Blue	14;47	(14,47)
17	Blue	150;171	(150,171)
17	Blue	111;115	(111,115)
17	Blue	160;168	(160,168)
17	Blue	11;45	(11,45)
18	Blue	152;168	(152,168)
18	Blue	62;70	(62,70)
18	Blue	42;71	(42,71)
18	Blue	8;21	(8,21)
18	Blue	149;158	(149,158)
18	Blue	125;126	(125,126)
18	Blue	14;47	(14,47)
18	Blue	168;177	(168,177)
18	Blue	153;174	(153,174)
18	Blue	160;168	(160,168)
18	Blue	11;45	(11,45)
19	Blue	152;168	(152,168)
19	Blue	125;126	(125,126)
19	Blue	0;7	(0,7)
19	Blue	7;68	(7,68)
19	Blue	42;71	(42,71)
19	Blue	159;162	(159,162)
19	Blue	111;115	(111,115)
19	Blue	160;168	(160,168)
19	Blue	11;45	(11,45)
19	Blue	62;70	(62,70)
20	Blue	30;33	(30,33)
20	Blue	152;168	(152,168)
20	Blue	150;151	(150,151)
20	Blue	125;126	(125,126)
20	Blue	160;167	(160,167)
20	Blue	7;68	(7,68)
20	Blue	50;125	(50,125)
20	Blue	14;47	(14,47)
20	Blue	0;7	(0,7)
20	Blue	151;154	(151,154)
20	Blue	111;115	(111,115)
20	Blue	160;168	(160,168)
20	Blue	155;169	(155,169)
20	Blue	11;45	(11,45)
21	Blue	30;33	(30,33)
21	Blue	152;168	(152,168)
21	Blue	166;168	(166,168)
21	Blue	163;173	(163,173)
21	Blue	0;7	(0,7)
21	Blue	153;174	(153,174)
21	Blue	7;68	(7,68)
21	Blue	62;70	(62,70)
21	Blue	14;47	(14,47)
21	Blue	111;115	(111,115)
21	Blue	41;62	(41,62)
21	Blue	160;168	(160,168)
21	Blue	167;168	(167,168)
21	Blue	155;169	(155,169)
21	Blue	11;45	(11,45)
22	Blue	154;175	(154,175)
22	Blue	156;165	(156,165)
22	Blue	170;171	(170,171)
22	Blue	170;177	(170,177)
22	Blue	163;173	(163,173)
22	Blue	42;71	(42,71)
22	Blue	150;172	(150,172)
22	Blue	152;165	(152,165)
22	Blue	149;163	(149,163)
22	Blue	154;168	(154,168)
22	Blue	160;165	(160,165)
22	Blue	150;168	(150,168)
22	Blue	154;167	(154,167)
22	Blue	160;168	(160,168)
22	Blue	30;33	(30,33)
22	Blue	163;172	(163,172)
22	Blue	150;155	(150,155)
22	Blue	154;160	(154,160)
22	Blue	70;74	(70,74)
22	Blue	155;173	(155,173)
22	Blue	153;174	(153,174)
22	Blue	158;166	(158,166)
22	Blue	14;47	(14,47)
22	Blue	153;163	(153,163)
22	Blue	167;168	(167,168)
22	Blue	155;169	(155,169)
22	Blue	62;70	(62,70)
22	Blue	158;175	(158,175)
22	Blue	151;177	(151,177)
22	Blue	157;158	(157,158)
22	Blue	155;172	(155,172)
22	Blue	149;168	(149,168)
22	Blue	153;173	(153,173)
22	Blue	154;165	(154,165)
22	Blue	154;158	(154,158)
22	Blue	149;165	(149,165)
22	Blue	168;177	(168,177)
22	Blue	149;172	(149,172)
22	Blue	155;163	(155,163)
22	Blue	165;168	(165,168)
22	Blue	11;45	(11,45)
22	Blue	172;175	(172,175)
22	Blue	152;168	(152,168)
22	Blue	166;167	(166,167)
22	Blue	167;175	(167,175)
22	Blue	149;160	(149,160)
22	Blue	149;150	(149,150)
22	Blue	156;168	(156,168)
22	Blue	150;164	(150,164)
22	Blue	149;164	(149,164)
22	Blue	41;62	(41,62)
22	Blue	14;21	(14,21)
22	Blue	152;160	(152,160)
22	Blue	150;158	(150,158)
23	Blue	154;175	(154,175)
23	Blue	98;102	(98,102)
23	Blue	46;144	(46,144)
23	Blue	34;73	(34,73)
23	Blue	42;71	(42,71)
23	Blue	150;172	(150,172)
23	Blue	14;108	(14,108)
23	Blue	94;167	(94,167)
23	Blue	133;136	(133,136)
23	Blue	111;113	(111,113)
23	Blue	117;160	(117,160)
23	Blue	142;146	(142,146)
23	Blue	133;146	(133,146)
23	Blue	7;68	(7,68)
23	Blue	125;126	(125,126)
23	Blue	162;164	(162,164)
23	Blue	7;41	(7,41)
23	Blue	89;144	(89,144)
23	Blue	0;128	(0,128)
23	Blue	89;133	(89,133)
23	Blue	8;21	(8,21)
23	Blue	21;40	(21,40)
23	Blue	164;172	(164,172)
23	Blue	65;73	(65,73)
23	Blue	117;152	(117,152)
23	Blue	68;70	(68,70)
23	Blue	111;126	(111,126)
23	Blue	156;168	(156,168)
23	Blue	21;62	(21,62)
23	Blue	14;21	(14,21)
23	Blue	45;68	(45,68)
23	Blue	105;122	(105,122)
23	Blue	30;111	(30,111)
23	Blue	77;110	(77,110)
23	Blue	160;165	(160,165)
23	Blue	68;86	(68,86)
23	Blue	40;70	(40,70)
23	Blue	46;61	(46,61)
23	Blue	160;168	(160,168)
23	Blue	8;45	(8,45)
23	Blue	113;129	(113,129)
23	Blue	82;113	(82,113)
23	Blue	14;47	(14,47)
23	Blue	158;176	(158,176)
23	Blue	143;146	(143,146)
23	Blue	85;145	(85,145)
23	Blue	156;167	(156,167)
23	Blue	144;146	(144,146)
23	Blue	105;110	(105,110)
23	Blue	94;117	(94,117)
23	Blue	33;142	(33,142)
23	Blue	8;42	(8,42)
23	Blue	139;140	(139,140)
23	Blue	14;40	(14,40)
23	Blue	82;129	(82,129)
23	Blue	150;164	(150,164)
23	Blue	149;164	(149,164)
23	Blue	105;115	(105,115)
23	Blue	62;108	(62,108)
23	Blue	149;162	(149,162)
23	Blue	124;128	(124,128)
23	Blue	154;168	(154,168)
23	Blue	122;126	(122,126)
23	Blue	21;42	(21,42)
23	Blue	154;167	(154,167)
23	Blue	0;28	(0,28)
23	Blue	30;33	(30,33)
23	Blue	117;154	(117,154)
23	Blue	126;142	(126,142)
23	Blue	1;91	(1,91)
23	Blue	45;70	(45,70)
23	Blue	167;168	(167,168)
23	Blue	62;70	(62,70)
23	Blue	33;53	(33,53)
23	Blue	150;162	(150,162)
23	Blue	110;126	(110,126)
23	Blue	157;158	(157,158)
23	Blue	40;62	(40,62)
23	Blue	152;168	(152,168)
23	Blue	162;172	(162,172)
23	Blue	21;70	(21,70)
23	Blue	45;86	(45,86)
23	Blue	114;128	(114,128)
23	Blue	167;175	(167,175)
23	Blue	8;62	(8,62)
23	Blue	50;125	(50,125)
23	Blue	82;115	(82,115)
23	Blue	8;70	(8,70)
23	Blue	8;68	(8,68)
23	Blue	113;115	(113,115)
23	Blue	23;74	(23,74)
23	Blue	14;70	(14,70)
23	Blue	45;62	(45,62)
23	Blue	7;86	(7,86)
23	Blue	126;129	(126,129)
23	Blue	153;158	(153,158)
23	Blue	152;160	(152,160)
23	Blue	33;62	(33,62)
23	Blue	94;154	(94,154)
23	Blue	30;142	(30,142)
23	Blue	42;45	(42,45)
23	Blue	7;45	(7,45)
23	Blue	160;167	(160,167)
23	Blue	8;11	(8,11)
23	Blue	94;126	(94,126)
23	Blue	149;172	(149,172)
23	Blue	115;129	(115,129)
23	Blue	165;168	(165,168)
23	Blue	122;142	(122,142)
23	Blue	14;62	(14,62)
23	Blue	149;150	(149,150)
23	Blue	41;62	(41,62)
24	Blue	154;175	(154,175)
24	Blue	142;145	(142,145)
24	Blue	98;102	(98,102)
24	Blue	46;144	(46,144)
24	Blue	117;160	(117,160)
24	Blue	42;71	(42,71)
24	Blue	28;124	(28,124)
24	Blue	152;165	(152,165)
24	Blue	113;129	(113,129)
24	Blue	141;144	(141,144)
24	Blue	139;142	(139,142)
24	Blue	30;126	(30,126)
24	Blue	130;133	(130,133)
24	Blue	94;167	(94,167)
24	Blue	46;61	(46,61)
24	Blue	46;141	(46,141)
24	Blue	7;68	(7,68)
24	Blue	149;159	(149,159)
24	Blue	94;158	(94,158)
24	Blue	158;176	(158,176)
24	Blue	0;128	(0,128)
24	Blue	94;160	(94,160)
24	Blue	122;131	(122,131)
24	Blue	21;40	(21,40)
24	Blue	65;73	(65,73)
24	Blue	155;168	(155,168)
24	Blue	117;152	(117,152)
24	Blue	73;91	(73,91)
24	Blue	77;131	(77,131)
24	Blue	79;163	(79,163)
24	Blue	45;68	(45,68)
24	Blue	109;167	(109,167)
24	Blue	14;21	(14,21)
24	Blue	28;128	(28,128)
24	Blue	151;155	(151,155)
24	Blue	111;126	(111,126)
24	Blue	158;173	(158,173)
24	Blue	41;141	(41,141)
24	Blue	30;111	(30,111)
24	Blue	77;110	(77,110)
24	Blue	152;154	(152,154)
24	Blue	158;168	(158,168)
24	Blue	41;61	(41,61)
24	Blue	68;86	(68,86)
24	Blue	40;70	(40,70)
24	Blue	160;168	(160,168)
24	Blue	28;114	(28,114)
24	Blue	8;45	(8,45)
24	Blue	40;42	(40,42)
24	Blue	82;113	(82,113)
24	Blue	30;127	(30,127)
24	Blue	61;141	(61,141)
24	Blue	85;145	(85,145)
24	Blue	156;167	(156,167)
24	Blue	134;139	(134,139)
24	Blue	150;157	(150,157)
24	Blue	139;140	(139,140)
24	Blue	14;40	(14,40)
24	Blue	82;129	(82,129)
24	Blue	117;168	(117,168)
24	Blue	150;164	(150,164)
24	Blue	149;164	(149,164)
24	Blue	152;160	(152,160)
24	Blue	94;152	(94,152)
24	Blue	86;131	(86,131)
24	Blue	94;175	(94,175)
24	Blue	30;131	(30,131)
24	Blue	23;87	(23,87)
24	Blue	154;168	(154,168)
24	Blue	42;53	(42,53)
24	Blue	21;42	(21,42)
24	Blue	154;167	(154,167)
24	Blue	0;28	(0,28)
24	Blue	117;154	(117,154)
24	Blue	91;140	(91,140)
24	Blue	94;168	(94,168)
24	Blue	109;156	(109,156)
24	Blue	111;122	(111,122)
24	Blue	87;108	(87,108)
24	Blue	78;113	(78,113)
24	Blue	113;122	(113,122)
24	Blue	162;172	(162,172)
24	Blue	91;126	(91,126)
24	Blue	21;70	(21,70)
24	Blue	45;86	(45,86)
24	Blue	114;128	(114,128)
24	Blue	167;175	(167,175)
24	Blue	42;70	(42,70)
24	Blue	149;157	(149,157)
24	Blue	82;115	(82,115)
24	Blue	0;124	(0,124)
24	Blue	16;108	(16,108)
24	Blue	113;115	(113,115)
24	Blue	71;146	(71,146)
24	Blue	14;70	(14,70)
24	Blue	114;124	(114,124)
24	Blue	7;86	(7,86)
24	Blue	94;153	(94,153)
24	Blue	30;122	(30,122)
24	Blue	138;140	(138,140)
24	Blue	94;154	(94,154)
24	Blue	8;11	(8,11)
24	Blue	7;45	(7,45)
24	Blue	156;175	(156,175)
24	Blue	14;42	(14,42)
24	Blue	149;168	(149,168)
24	Blue	124;128	(124,128)
24	Blue	74;87	(74,87)
24	Blue	115;129	(115,129)
24	Blue	165;168	(165,168)
24	Blue	153;176	(153,176)
24	Blue	152;168	(152,168)
24	Blue	149;150	(149,150)
24	Blue	157;164	(157,164)
25	Blue	154;175	(154,175)
25	Blue	50;96	(50,96)
25	Blue	170;171	(170,171)
25	Blue	46;144	(46,144)
25	Blue	125;126	(125,126)
25	Blue	28;124	(28,124)
25	Blue	0;7	(0,7)
25	Blue	46;68	(46,68)
25	Blue	139;142	(139,142)
25	Blue	40;60	(40,60)
25	Blue	11;47	(11,47)
25	Blue	130;133	(130,133)
25	Blue	1;11	(1,11)
25	Blue	139;147	(139,147)
25	Blue	133;136	(133,136)
25	Blue	42;62	(42,62)
25	Blue	80;133	(80,133)
25	Blue	21;53	(21,53)
25	Blue	154;160	(154,160)
25	Blue	7;68	(7,68)
25	Blue	153;174	(153,174)
25	Blue	136;144	(136,144)
25	Blue	25;60	(25,60)
25	Blue	28;50	(28,50)
25	Blue	94;98	(94,98)
25	Blue	0;45	(0,45)
25	Blue	80;130	(80,130)
25	Blue	149;168	(149,168)
25	Blue	25;53	(25,53)
25	Blue	155;168	(155,168)
25	Blue	1;114	(1,114)
25	Blue	79;88	(79,88)
25	Blue	77;131	(77,131)
25	Blue	79;163	(79,163)
25	Blue	111;126	(111,126)
25	Blue	21;62	(21,62)
25	Blue	60;65	(60,65)
25	Blue	14;21	(14,21)
25	Blue	149;157	(149,157)
25	Blue	94;114	(94,114)
25	Blue	163;173	(163,173)
25	Blue	77;110	(77,110)
25	Blue	88;133	(88,133)
25	Blue	96;114	(96,114)
25	Blue	91;141	(91,141)
25	Blue	160;168	(160,168)
25	Blue	96;128	(96,128)
25	Blue	28;114	(28,114)
25	Blue	62;65	(62,65)
25	Blue	8;45	(8,45)
25	Blue	156;158	(156,158)
25	Blue	158;174	(158,174)
25	Blue	28;125	(28,125)
25	Blue	131;141	(131,141)
25	Blue	40;42	(40,42)
25	Blue	0;11	(0,11)
25	Blue	14;47	(14,47)
25	Blue	11;46	(11,46)
25	Blue	85;145	(85,145)
25	Blue	96;124	(96,124)
25	Blue	42;45	(42,45)
25	Blue	1;121	(1,121)
25	Blue	14;60	(14,60)
25	Blue	142;147	(142,147)
25	Blue	40;53	(40,53)
25	Blue	28;128	(28,128)
25	Blue	131;147	(131,147)
25	Blue	14;53	(14,53)
25	Blue	14;40	(14,40)
25	Blue	166;168	(166,168)
25	Blue	140;143	(140,143)
25	Blue	28;94	(28,94)
25	Blue	1;34	(1,34)
25	Blue	14;25	(14,25)
25	Blue	68;141	(68,141)
25	Blue	98;109	(98,109)
25	Blue	61;68	(61,68)
25	Blue	105;115	(105,115)
25	Blue	11;45	(11,45)
25	Blue	86;131	(86,131)
25	Blue	25;62	(25,62)
25	Blue	159;162	(159,162)
25	Blue	34;87	(34,87)
25	Blue	42;53	(42,53)
25	Blue	122;126	(122,126)
25	Blue	21;42	(21,42)
25	Blue	11;14	(11,14)
25	Blue	0;28	(0,28)
25	Blue	168;174	(168,174)
25	Blue	23;87	(23,87)
25	Blue	120;121	(120,121)
25	Blue	110;143	(110,143)
25	Blue	165;168	(165,168)
25	Blue	87;108	(87,108)
25	Blue	157;162	(157,162)
25	Blue	110;130	(110,130)
25	Blue	167;168	(167,168)
25	Blue	11;68	(11,68)
25	Blue	8;46	(8,46)
25	Blue	156;159	(156,159)
25	Blue	168;171	(168,171)
25	Blue	110;145	(110,145)
25	Blue	88;90	(88,90)
25	Blue	40;62	(40,62)
25	Blue	47;70	(47,70)
25	Blue	89;136	(89,136)
25	Blue	149;163	(149,163)
25	Blue	89;92	(89,92)
25	Blue	114;128	(114,128)
25	Blue	167;175	(167,175)
25	Blue	28;61	(28,61)
25	Blue	42;70	(42,70)
25	Blue	79;128	(79,128)
25	Blue	158;168	(158,168)
25	Blue	153;172	(153,172)
25	Blue	152;164	(152,164)
25	Blue	8;62	(8,62)
25	Blue	50;125	(50,125)
25	Blue	23;108	(23,108)
25	Blue	94;109	(94,109)
25	Blue	16;108	(16,108)
25	Blue	46;60	(46,60)
25	Blue	113;115	(113,115)
25	Blue	94;96	(94,96)
25	Blue	23;74	(23,74)
25	Blue	57;125	(57,125)
25	Blue	62;73	(62,73)
25	Blue	1;46	(1,46)
25	Blue	7;14	(7,14)
25	Blue	14;70	(14,70)
25	Blue	8;40	(8,40)
25	Blue	89;131	(89,131)
25	Blue	114;124	(114,124)
25	Blue	28;96	(28,96)
25	Blue	45;62	(45,62)
25	Blue	94;153	(94,153)
25	Blue	163;165	(163,165)
25	Blue	7;46	(7,46)
25	Blue	14;42	(14,42)
25	Blue	124;144	(124,144)
25	Blue	133;140	(133,140)
25	Blue	111;117	(111,117)
25	Blue	138;140	(138,140)
25	Blue	70;108	(70,108)
25	Blue	107;109	(107,109)
25	Blue	86;141	(86,141)
25	Blue	91;143	(91,143)
25	Blue	8;11	(8,11)
25	Blue	7;45	(7,45)
25	Blue	159;176	(159,176)
25	Blue	133;143	(133,143)
25	Blue	21;40	(21,40)
25	Blue	124;128	(124,128)
25	Blue	74;87	(74,87)
25	Blue	149;172	(149,172)
25	Blue	115;129	(115,129)
25	Blue	8;47	(8,47)
25	Blue	21;25	(21,25)
25	Blue	78;113	(78,113)
25	Blue	152;168	(152,168)
25	Blue	14;62	(14,62)
25	Blue	7;141	(7,141)
25	Blue	1;8	(1,8)
25	Blue	25;40	(25,40)
25	Blue	21;60	(21,60)
26	Blue	1;34	(1,34)
26	Blue	46;60	(46,60)
26	Blue	80;139	(80,139)
26	Blue	163;173	(163,173)
26	Blue	28;124	(28,124)
26	Blue	0;7	(0,7)
26	Blue	160;168	(160,168)
26	Blue	133;136	(133,136)
26	Blue	50;126	(50,126)
26	Blue	8;45	(8,45)
26	Blue	156;158	(156,158)
26	Blue	50;57	(50,57)
26	Blue	133;140	(133,140)
26	Blue	120;121	(120,121)
26	Blue	0;11	(0,11)
26	Blue	14;47	(14,47)
26	Blue	57;129	(57,129)
26	Blue	87;108	(87,108)
26	Blue	142;147	(142,147)
26	Blue	8;11	(8,11)
26	Blue	8;21	(8,21)
26	Blue	131;147	(131,147)
26	Blue	159;162	(159,162)
26	Blue	44;61	(44,61)
26	Blue	111;115	(111,115)
26	Blue	11;45	(11,45)
26	Blue	141;142	(141,142)
26	Blue	149;157	(149,157)
26	Blue	60;65	(60,65)
26	Blue	28;128	(28,128)
26	Blue	61;68	(61,68)
27	Blue	139;144	(139,144)
27	Blue	113;115	(113,115)
27	Blue	170;171	(170,171)
27	Blue	163;173	(163,173)
27	Blue	125;126	(125,126)
27	Blue	160;168	(160,168)
27	Blue	133;136	(133,136)
27	Blue	7;68	(7,68)
27	Blue	8;45	(8,45)
27	Blue	156;158	(156,158)
27	Blue	50;57	(50,57)
27	Blue	158;174	(158,174)
27	Blue	120;121	(120,121)
27	Blue	157;162	(157,162)
27	Blue	87;108	(87,108)
27	Blue	86;141	(86,141)
27	Blue	168;171	(168,171)
27	Blue	8;21	(8,21)
27	Blue	149;158	(149,158)
27	Blue	149;172	(149,172)
27	Blue	11;45	(11,45)
27	Blue	141;142	(141,142)
27	Blue	149;157	(149,157)
27	Blue	60;65	(60,65)
27	Blue	14;21	(14,21)
27	Blue	28;128	(28,128)
28	Blue	7;68	(7,68)
28	Blue	80;139	(80,139)
28	Blue	21;47	(21,47)
28	Blue	156;158	(156,158)
28	Blue	158;174	(158,174)
28	Blue	125;126	(125,126)
28	Blue	168;171	(168,171)
28	Blue	163;173	(163,173)
28	Blue	8;21	(8,21)
28	Blue	149;157	(149,157)
28	Blue	120;121	(120,121)
28	Blue	113;115	(113,115)
28	Blue	60;65	(60,65)
28	Blue	79;90	(79,90)
28	Blue	14;21	(14,21)
28	Blue	28;128	(28,128)
28	Blue	157;162	(157,162)
28	Blue	149;172	(149,172)
28	Blue	133;136	(133,136)
28	Blue	11;45	(11,45)
29	Blue	139;144	(139,144)
29	Blue	80;139	(80,139)
29	Blue	21;47	(21,47)
29	Blue	163;173	(163,173)
29	Blue	28;124	(28,124)
29	Blue	113;115	(113,115)
29	Blue	160;168	(160,168)
29	Blue	79;90	(79,90)
29	Blue	8;45	(8,45)
29	Blue	156;158	(156,158)
29	Blue	50;57	(50,57)
29	Blue	158;174	(158,174)
29	Blue	7;68	(7,68)
29	Blue	0;11	(0,11)
29	Blue	14;47	(14,47)
29	Blue	133;136	(133,136)
29	Blue	87;108	(87,108)
29	Blue	157;162	(157,162)
29	Blue	149;161	(149,161)
29	Blue	8;21	(8,21)
29	Blue	124;128	(124,128)
29	Blue	11;45	(11,45)
29	Blue	149;157	(149,157)
29	Blue	28;128	(28,128)
30	Blue	113;115	(113,115)
30	Blue	160;168	(160,168)
30	Blue	133;136	(133,136)
30	Blue	8;45	(8,45)
30	Blue	156;158	(156,158)
30	Blue	50;57	(50,57)
30	Blue	158;174	(158,174)
30	Blue	7;68	(7,68)
30	Blue	14;47	(14,47)
30	Blue	87;108	(87,108)
30	Blue	60;65	(60,65)
30	Blue	104;112	(104,112)
30	Blue	86;141	(86,141)
30	Blue	8;21	(8,21)
30	Blue	149;158	(149,158)
30	Blue	44;61	(44,61)
30	Blue	153;158	(153,158)
30	Blue	149;172	(149,172)
30	Blue	173;174	(173,174)
30	Blue	149;157	(149,157)
30	Blue	141;146	(141,146)
30	Blue	28;128	(28,128)
31	Blue	46;60	(46,60)
31	Blue	80;139	(80,139)
31	Blue	113;115	(113,115)
31	Blue	125;126	(125,126)
31	Blue	0;7	(0,7)
31	Blue	104;105	(104,105)
31	Blue	7;11	(7,11)
31	Blue	160;168	(160,168)
31	Blue	133;136	(133,136)
31	Blue	153;158	(153,158)
31	Blue	156;158	(156,158)
31	Blue	50;57	(50,57)
31	Blue	158;174	(158,174)
31	Blue	7;68	(7,68)
31	Blue	153;174	(153,174)
31	Blue	157;162	(157,162)
31	Blue	104;112	(104,112)
31	Blue	167;168	(167,168)
31	Blue	62;70	(62,70)
31	Blue	86;141	(86,141)
31	Blue	142;147	(142,147)
31	Blue	168;171	(168,171)
31	Blue	160;167	(160,167)
31	Blue	44;61	(44,61)
31	Blue	8;45	(8,45)
31	Blue	149;172	(149,172)
31	Blue	11;45	(11,45)
31	Blue	152;168	(152,168)
31	Blue	158;163	(158,163)
31	Blue	156;176	(156,176)
31	Blue	149;157	(149,157)
31	Blue	153;172	(153,172)
31	Blue	28;128	(28,128)
32	Blue	80;139	(80,139)
32	Blue	113;115	(113,115)
32	Blue	170;171	(170,171)
32	Blue	163;173	(163,173)
32	Blue	125;126	(125,126)
32	Blue	160;168	(160,168)
32	Blue	133;136	(133,136)
32	Blue	120;121	(120,121)
32	Blue	8;45	(8,45)
32	Blue	156;158	(156,158)
32	Blue	50;57	(50,57)
32	Blue	156;176	(156,176)
32	Blue	70;74	(70,74)
32	Blue	138;140	(138,140)
32	Blue	7;68	(7,68)
32	Blue	0;11	(0,11)
32	Blue	153;174	(153,174)
32	Blue	87;108	(87,108)
32	Blue	172;174	(172,174)
32	Blue	86;141	(86,141)
32	Blue	142;147	(142,147)
32	Blue	8;21	(8,21)
32	Blue	160;167	(160,167)
32	Blue	149;172	(149,172)
32	Blue	11;45	(11,45)
32	Blue	152;168	(152,168)
32	Blue	141;142	(141,142)
32	Blue	149;157	(149,157)
32	Blue	60;65	(60,65)
